BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
1189.934589,0.818182,0,0,0,2271.460329,0,0,0,0.272727,6,0,3000,2423.466368,287.460527,0.111111,11
16.379412,0.454545,178.15,0,178.15,0,0.25,0,0.25,0,0,3,5000,229.376368,89.613822,0.181818,12
3520.616355,0.9,1675.91,947.7,728.21,10213.65297,0.9,0.2,0.8,0.3,9,26,10000,3148.054919,819.267218,0.125,10
1383.892711,1,1095.13,235.4,859.73,99.30138,1,0.25,1,0.083333,1,26,6000,1130.55011,415.172992,0,12
1053.639683,1,1027.01,1002.8,24.21,314.032321,0.583333,0.25,0.25,0.083333,3,8,2200,1181.14154,225.348166,0,12
3740.785208,1,0,0,0,3010.940233,0,0,0,0.333333,5,0,10000,6038.594309,1355.822971,0.083333,12
59.35799,0.454545,608.8,608.8,0,0,0.333333,0.333333,0,0,0,6,6000,1531.142227,133.914917,1,12
509.685823,1,457.68,0,457.68,0,1,0,1,0,0,24,4000,157.893758,227.507164,0,12
5090.523925,1,1689.09,0,1689.09,1088.523871,1,0,1,0.166667,3,82,6000,2046.509543,2256.318292,0,12
274.305611,1,419.88,0,419.88,0,1,0,1,0,0,24,2500,665.834636,185.135125,0,12
4276.929643,1,298,298,0,7635.621091,0.166667,0.166667,0,0.333333,11,2,8000,969.689869,1336.9578,0,12
618.966003,1,4709.14,395.92,4313.22,0,1,0.166667,1,0,0,18,4500,4627.972313,3959.316506,0.083333,12
46.86925,1,420,0,420,0,1,0,0.833333,0,0,6,1000,411.981882,16.730028,0,6
2462.416736,1,1207.3,1207.3,0,470.529824,0.25,0.25,0,0.166667,2,5,2500,1609.295692,2571.403534,0,12
1138.314061,1,470.17,470.17,0,553.632474,0.25,0.25,0,0.083333,1,3,2100,0,,0,12
1520.501423,1,1405.22,828.4,576.82,0,0.833333,0.416667,0.583333,0,0,26,10500,470.831678,475.78178,0,12
0,0,136.71,0,136.71,0,0.166667,0,0.166667,0,0,2,3000,311.673478,,0,12
85.851188,0.636364,0,0,0,499.092982,0,0,0,0.083333,1,0,600,1528.015928,146.913099,0.285714,12
1274.851959,1,1798.24,144.86,1653.38,756.233501,1,0.166667,0.916667,0.166667,3,17,1500,1340.224464,1732.955307,0,12
1375.25356,1,0,0,0,142.304216,0,0,0,0.083333,1,0,1500,364.444624,404.839423,0,12
4539.839383,1,384,209,175,74.101229,1,0.083333,0.916667,0.083333,1,13,5000,879.549573,2035.107418,0,12
32.029579,0.727273,332.8,0,332.8,0,0.666667,0,0.666667,0,0,8,4000,485.225272,148.543097,0.625,12
44.63179,0.909091,582.6,0,582.6,0,1,0,1,0,0,12,3000,854.15178,149.201617,0.545455,12
2847.472954,1,0,0,0,3800.293424,0,0,0,0.583333,16,0,4000,4869.842863,1078.106633,0.083333,12
7760.5254,1,14332.92,10588.97,3743.95,0,1,0.909091,0.909091,0,0,152,16000,7116.531862,2117.186083,0,11
722.404832,0.909091,0,0,0,1356.687002,0,0,0,0.333333,5,0,1500,215.857868,273.52542,0,12
38.015366,1,213.95,0,213.95,0,0.916667,0,0.833333,0,0,11,1500,163.496451,179.415689,0.444444,12
765.66511,1,0,0,0,924.627991,0,0,0,0.083333,1,0,3000,703.772856,249.298802,0,12
1639.513143,1,1225,651,574,0,1,0.583333,1,0,0,24,1900,1467.532097,1476.718269,0,12
2716.48667,1,3362.94,1560,1802.94,0,1,0.75,1,0,0,104,8500,2369.634112,603.212057,0,12
1326.334307,1,2484.76,374.18,2110.58,0,1,0.25,1,0,0,39,7500,400.178807,367.804459,0,12
1693.287862,1,90,90,0,432.820851,0.083333,0.083333,0,0.25,3,1,1800,350.714526,666.121142,0,12
2021.514867,1,1582.84,1554.89,27.95,0,0.5,0.416667,0.083333,0,0,8,2500,565.380786,486.702058,0,12
2062.665478,1,518.17,71.9,446.27,1257.241177,1,0.166667,1,0.333333,12,35,4000,1049.378278,1100.812257,0,12
1129.284728,1,1211.42,0,1211.42,0,1,0,1,0,0,42,4000,3390.831252,341.402204,0.333333,12
440.676765,0.666667,0,0,0,1125.542162,0,0,0,0.666667,6,0,1200,171.743821,113.220269,0,6
2731.319748,1,0,0,0,410.837121,0,0,0,0.25,3,0,3000,696.542192,761.827013,0,12
22.523964,0.428571,346.3,0,346.3,0,1,0,1,0,0,7,1800,340.376582,74.812454,1,7
1709.346088,1,339,339,0,0,0.166667,0.166667,0,0,0,4,2000,612.684346,476.106586,0,12
0.327199,0.454545,24.64,24.64,0,0,0.083333,0.083333,0,0,0,1,1800,45.640106,26.849523,0,12
5815.890916,1,1245.33,1245.33,0,2697.454999,0.5,0.5,0,0.583333,10,18,7000,1287.745322,1531.220292,0,12
905.771358,1,116.15,36.15,80,0,0.166667,0.083333,0.166667,0,0,3,1000,267.661028,199.189378,0,12
11.395369,0.636364,100.5,0,100.5,0,0.5,0,0.5,0,0,6,3000,148.92824,87.113913,0.142857,12
5481.738308,1,0,0,0,8896.92309,0,0,0,1,80,0,9000,13652.75432,1343.985397,0,12
968.504914,1,257.71,45.65,212.06,0,0.166667,0.083333,0.166667,0,0,4,1000,623.314494,842.242726,0,12
26.96054,0.636364,157.45,0,157.45,0,0.416667,0,0.416667,0,0,5,1000,238.253379,116.450584,0,12
5935.917803,1,1956.06,1777.14,178.92,0,0.916667,0.916667,0.333333,0,0,48,11500,1553.147417,1338.082337,0,12
1613.34907,0.909091,0,0,0,1606.322681,0,0,0,0.181818,3,0,4500,312.433361,648.139459,0,11
867.728471,1,41.07,0,41.07,0,0.25,0,0.25,0,0,3,3000,1409.282903,233.788637,0,12
661.199437,0.545455,150,150,0,1344.227865,0.083333,0.083333,0,0.25,8,1,2500,290.372365,340.787739,0,12
8670.048011,1,0,0,0,7738.744823,0,0,0,0.666667,17,0,12500,10496.24166,2094.307389,0,12
16.023788,1,207.28,0,207.28,0,1,0,0.875,0,0,8,1000,173.073406,127.144223,0.714286,8
140.715619,0.888889,1562.4,0,1562.4,0,0.888889,0,0.888889,0,0,12,2500,1140.945539,134.478322,0.222222,9
19.846569,1,0,0,0,133.049604,0,0,0,0.285714,2,0,1200,48.739156,97.986182,0,7
1142.909141,0.9,0,0,0,2264.495887,0,0,0,0.5,17,0,2500,165.549752,337.524976,0,10
25.379719,0.571429,179,0,179,0,0.857143,0,0.714286,0,0,6,4000,308.793382,73.19845,0,7
1984.636464,1,0,0,0,4436.713078,0,0,0,0.444444,7,0,5000,849.560918,348.744106,0,9
73.532797,0.363636,1185.3,661.3,524,215.945221,0.333333,0.166667,0.25,0.083333,1,6,2500,1558.325533,58.665765,0.181818,12
8350.145568,1,1989.28,842.8,1146.48,893.757903,0.333333,0.166667,0.166667,0.083333,2,8,14000,4720.900413,2557.044576,0,12
5824.000984,1,1501.08,0,1501.08,4730.837305,0.25,0,0.166667,0.333333,6,5,8500,1647.245926,2330.665551,0,12
1484.221941,1,52.83,52.83,0,3164.677567,0.166667,0.166667,0,0.25,12,3,3000,1871.16958,413.035007,0,12
267.401555,1,156.6,0,156.6,0,1,0,1,0,0,12,1000,157.691576,1221.503449,0,12
2.564117,0.181818,47.95,47.95,0,0,0.083333,0.083333,0,0,0,1,1500,294.507498,86.245988,0,12
3.93442,0.636364,29.99,29.99,0,0,0.083333,0.083333,0,0,0,1,1800,18.769077,42.100823,0,12
12474.72954,1,136.88,0,136.88,515.147607,0.166667,0,0.166667,0.166667,2,2,14000,3519.008859,3430.627754,0,12
1093.522518,1,577.12,0,577.12,0,0.916667,0,0.833333,0,0,14,1050,854.405712,1405.770584,0,12
2932.136377,1,0,0,0,1866.470014,0,0,0,0.583333,12,0,3500,809.813492,849.210431,0,12
109.009133,1,749.18,0,749.18,0,0.833333,0,0.833333,0,0,10,1000,922.628357,165.855405,0.727273,12
52.575297,0.727273,282.62,33.62,249,0,0.416667,0.083333,0.25,0,0,5,6000,388.872739,149.884294,0.2,12
5658.938986,1,111.54,111.54,0,3344.962624,0.083333,0.083333,0,0.333333,7,1,6500,1386.242232,1781.099062,0,12
751.398349,1,1977.5,747.5,1230,611.974158,0.833333,0.5,0.5,0.083333,1,21,3500,1068.053378,267.917098,0.1,12
242.53001,1,3520,0,3520,0,0.916667,0,0.916667,0,0,11,650,3814.912997,3236.66486,0.333333,12
220.943665,1,1833.34,0,1833.34,0,0.916667,0,0.916667,0,0,11,1000,1652.755379,176.825347,0.818182,12
4931.589653,1,0,0,0,379.770302,0,0,0,0.416667,14,0,5000,1026.639661,2349.407548,0,12
22.728166,0.818182,262.5,0,262.5,0,0.75,0,0.666667,0,0,14,3500,301.677275,164.479393,1,12
32.381593,0.818182,445.7,0,445.7,0,0.833333,0,0.833333,0,0,10,2500,563.718775,170.968893,0.875,12
81.860834,0.909091,710.09,392,318.09,0,0.583333,0.166667,0.416667,0,0,8,7500,684.774819,97.399107,0.1,12
33.725413,1,388.44,0,388.44,0,1,0,0.888889,0,0,9,1000,317.537207,127.402267,1,9
47.872617,0.818182,649,147.42,501.58,0,0.75,0.166667,0.666667,0,0,19,6000,624.293646,191.993448,0.875,12
1219.914858,1,0,0,0,442.372527,0,0,0,0.166667,2,0,1500,540.400104,288.438136,0,12
3278.259894,1,1581.43,1296.74,284.69,0,0.583333,0.333333,0.5,0,0,41,8500,996.350965,1147.212494,0,12
1367.284172,1,542.33,280.04,262.29,1790.86019,0.857143,0.714286,0.428571,0.428571,5,12,1500,1067.078079,500.726579,0,7
706.675991,1,2721.16,2417.41,303.75,0,1,0.5,1,0,0,32,6500,4952.900653,280.821958,0.083333,12
3433.295973,1,4342.07,4247.87,94.2,0,0.833333,0.666667,0.166667,0,0,20,11000,3903.861413,806.9871,0,12
376.15858,1,2724.76,572.76,2152,0,1,1,1,0,0,70,8500,2600.70524,190.766768,0,12
542.218074,1,0,0,0,1074.741949,0,0,0,0.166667,2,0,1500,1328.855136,189.52525,0,12
4986.400804,1,0,0,0,5439.467563,0,0,0,0.583333,40,0,8000,1241.538024,1439.230899,0,12
378.320894,1,315.02,0,315.02,0,1,0,1,0,0,20,1500,206.090316,202.391607,0,12
1372.443049,1,0,0,0,3895.022384,0,0,0,0.333333,7,0,2500,2697.2213,679.634933,0,12
12136.21996,1,3038.01,1013.2,2024.81,3183.583301,1,0.166667,1,0.5,10,64,13000,4230.323491,3292.01503,0,12
758.118109,0.727273,837.44,0,837.44,0,1,0,1,0,0,22,1000,2198.992341,6521.086012,0,12
499.409588,1,6636.91,6157.74,479.17,109.211535,1,0.583333,1,0.083333,1,44,8000,4290.962037,206.810115,0.8,12
1467.458994,0.909091,497.83,434.8,63.03,0,0.727273,0.545455,0.181818,0,0,14,1500,726.488879,856.508162,0,11
507.144348,1,5708.18,4584.78,1123.4,0,1,0.75,0.75,0,0,47,4000,5589.952268,232.131169,1,12
151.787402,0.363636,1234.32,1234.32,0,0,0.083333,0.083333,0,0,0,3,10000,2837.676536,110.578379,0,12
970.120944,1,120,120,0,394.626936,0.083333,0.083333,0,0.25,8,1,1500,1646.068152,299.386794,0,12
79.222393,1,994.96,463.2,531.76,0,0.916667,0.333333,0.833333,0,0,22,3500,612.645199,160.160912,0.9,12
4995.526188,1,0,0,0,5807.528817,0,0,0,0.416667,13,0,6000,1083.891126,1437.869477,0,12
44.694228,0.818182,788.99,235.9,553.09,0,0.75,0.083333,0.583333,0,0,15,5700,874.51882,141.103713,0.727273,12
24.992059,1,292.5,292.5,0,0,0.833333,0.833333,0,0,0,11,2000,309.294279,193.835236,0.833333,12
65.253182,0.363636,1027.41,1027.41,0,0,0.25,0.25,0,0,0,7,6000,1558.234063,165.821848,0.666667,12
68.707804,1,774.91,774.91,0,0,1,1,0,0,0,12,7500,1209.741424,169.985235,1,12
1382.240511,1,113.03,0,113.03,3688.794183,0.583333,0,0.5,0.833333,31,12,3000,2780.931453,463.144483,0,12
385.841997,1,24.63,0,24.63,0,0.416667,0,0.416667,0,0,5,4500,1349.938041,203.987924,0,12
7760.940543,1,0,0,0,3423.085934,0,0,0,0.5,10,0,8000,2845.010795,2459.741299,0,12
89.579737,0.272727,1174.59,1174.59,0,0,0.181818,0.181818,0,0,0,2,12500,711.52357,27.094432,0,11
1294.145453,1,3059.1,1836.98,1222.12,0,1,0.416667,1,0,0,42,7000,5560.033502,497.637767,0.083333,12
66.842287,1,908.34,723.02,185.32,0,1,1,0.083333,0,0,14,6500,788.60284,177.213829,0.5,12
4825.450839,1,5855.46,5855.46,0,0,0.833333,0.833333,0,0,0,26,7000,3866.077948,1232.547913,0,12
55.58459,0.818182,395.05,150.05,245,0,0.416667,0.25,0.166667,0,0,6,5500,531.9538,81.364934,0.111111,12
1806.845374,1,0,0,0,3525.726761,0,0,0,0.583333,24,0,6000,587.553145,608.345463,0,12
66.0478,0.454545,674.67,674.67,0,0,0.416667,0.416667,0,0,0,8,600,538.053223,167.18485,1,12
50.853021,1,428.75,0,428.75,0,1,0,1,0,0,18,8000,319.919021,107.187821,0.090909,12
1237.423459,1,650,650,0,0,0.083333,0.083333,0,0,0,1,1500,419.18249,456.684218,0,12
425.549034,1,151.68,0,151.68,0,1,0,1,0,0,12,1000,72.454987,270.085264,0,12
4010.621974,1,40040.71,24543.52,15497.19,0,1,1,1,0,0,358,18000,33994.72785,703.503256,1,12
11.35774,0.555556,223.5,175.5,48,0,0.333333,0.222222,0.111111,0,0,4,17500,192.80601,95.228179,0,9
139.511394,1,1247.75,137.84,1109.91,404.441902,1,0.166667,1,0.166667,2,31,5000,2017.650301,185.221234,0.5,12
4265.241202,1,1499.12,119.12,1380,2312.556328,0.833333,0.083333,0.666667,0.166667,4,10,4500,1844.394398,2439.534576,0,12
933.150722,0.727273,0,0,0,1374.764359,0,0,0,0.090909,1,0,1500,360.729411,335.993476,0,11
1761.69297,1,0,0,0,950.448895,0,0,0,0.25,7,0,2000,414.860394,452.085171,0,12
229.867179,1,2390.6,1402.93,987.67,0,1,0.666667,1,0,0,87,3300,2543.953559,175.657825,0.916667,12
19.01482,0.454545,604.26,0,604.26,0,0.583333,0,0.583333,0,0,10,4000,754.866138,54.86388,0.1,12
7.581335,0.363636,94.12,0,94.12,0,0.333333,0,0.333333,0,0,4,1000,270.381019,143.667356,1,12
13.718373,1,401.88,0,401.88,0,1,0,1,0,0,12,3000,421.927253,161.278772,0.833333,12
11972.01104,1,5715,4685.54,1029.46,1626.351366,1,1,1,0.166667,3,90,14000,4639.513745,3192.306018,0,12
1268.352178,1,1533.28,0,1533.28,2294.002357,1,0,0.916667,0.333333,8,20,1200,3363.275481,2639.29297,0,12
846.091011,1,2599.2,1212.28,1386.92,0,0.916667,0.333333,0.916667,0,0,19,3000,1900.699307,195.516066,0,12
179.357206,1,497.15,497.15,0,0,0.416667,0.416667,0,0,0,6,1200,291.121154,180.093054,0,12
5044.179003,1,966.6,0,966.6,774.254505,1,0,1,0.083333,3,48,4500,3332.360525,31871.36379,0,12
1534.294061,1,6508.72,3342.9,3165.82,0,1,0.25,1,0,0,44,6000,4954.001262,379.022468,0,12
4345.879999,1,0,0,0,5114.886055,0,0,0,0.166667,5,0,5000,1035.564747,1546.857439,0,12
1259.179009,1,99.77,54.13,45.64,0,0.166667,0.166667,0.083333,0,0,4,1500,643.17199,281.091585,0,12
101.176482,1,807.66,325,482.66,0,0.916667,0.166667,0.666667,0,0,11,16000,699.466354,167.403184,0.583333,12
3857.278468,1,0,0,0,1238.047916,0,0,0,0.444444,6,0,4000,666.97848,635.614648,0,9
143.553904,1,1778.76,726.88,1051.88,0,1,0.416667,1,0,0,53,7000,1303.254323,161.824942,0.583333,12
1504.334228,0.909091,565,565,0,0,0.25,0.25,0,0,0,3,2200,2511.315474,471.295665,0,12
499.751638,1,468.6,0,468.6,0,0.833333,0,0.75,0,0,10,1200,1092.978851,178.853712,0.083333,12
23.981951,0.454545,1934.16,1934.16,0,0,0.416667,0.416667,0,0,0,6,2500,3721.903965,54.690715,1,12
123.396703,0.545455,0,0,0,1196.579583,0,0,0,0.166667,2,0,7000,2591.841437,111.691332,0.25,12
4.503251,0.181818,60.24,0,60.24,0,0.166667,0,0.166667,0,0,2,4000,471.23242,110.528523,0.5,12
34.351126,0.545455,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1500,79.207316,208.550713,0,12
284.510677,0.818182,83.2,83.2,0,0,0.083333,0.083333,0,0,0,1,6500,1033.94329,146.825436,0.090909,12
880.259646,1,831.52,609.37,222.15,0,0.5,0.333333,0.416667,0,0,20,1200,975.402992,229.25572,0,12
826.688625,1,19.88,19.88,0,869.246203,0.083333,0.083333,0,0.333333,20,2,900,1072.638864,373.912056,0.083333,12
4117.751094,1,159.07,159.07,0,2940.082863,0.166667,0.166667,0,0.166667,4,2,8000,876.63896,982.488109,0,12
50.82451,1,456,0,456,0,1,0,1,0,0,12,1000,339.113852,165.116059,0.583333,12
6071.895277,1,204.8,0,204.8,4283.656363,0.75,0,0.75,0.833333,13,9,7000,1892.355319,1653.92317,0,12
209.026944,1,1520.76,657.19,863.57,0,0.916667,0.25,0.916667,0,0,24,3500,1771.078066,192.557306,0.166667,12
4359.963222,1,0,0,0,2763.612473,0,0,0,0.583333,22,0,5000,1878.873999,3194.138435,0,12
3531.167073,0.9,797.5,577.83,219.67,5273.226918,0.7,0.4,0.5,0.9,33,21,4000,2979.5467,3052.080103,0,10
248.200613,1,2329.12,1567.22,761.9,0,1,0.916667,0.583333,0,0,31,5500,812.097275,231.774034,0.166667,12
113.36255,1,1160.35,853.35,307,0,0.833333,0.666667,0.416667,0,0,25,5000,1223.179332,158.882035,0.888889,12
43.200086,1,324,324,0,0,1,1,0,0,0,12,1800,350.499835,189.592793,0.3,12
6001.428376,1,0,0,0,2404.829712,0,0,0,0.166667,2,0,9000,1369.894805,1791.251295,0,12
1615.96724,1,102,102,0,244.840485,0.166667,0.166667,0,0.25,5,2,1700,890.178845,971.183209,0,12
903.29781,1,2697.48,150.5,2546.98,0,1,0.333333,1,0,0,39,2500,1686.196344,303.361632,0,12
5532.653003,1,2491.83,1449.12,1042.71,3504.619697,0.916667,0.5,0.75,0.416667,16,37,10500,1683.540792,1437.443187,0,12
1723.733705,1,0,0,0,1043.260997,0,0,0,0.333333,5,0,2200,428.244891,574.800789,0,12
477.16584,1,1342.51,1072.51,270,0,0.583333,0.583333,0.083333,0,0,20,8500,1089.226019,211.335301,0,12
1447.267049,1,0,0,0,77.866868,0,0,0,0.083333,1,0,1500,315.87129,298.701546,0,12
43.762299,1,422.24,347.24,75,0,1,0.166667,1,0,0,15,3000,280.83786,119.087402,0,12
965.88461,1,1,1,0,561.024098,0.083333,0.083333,0,0.166667,2,1,1200,751.960548,261.891219,0,12
1625.118547,1,2908.35,956.83,1951.52,1029.560342,0.916667,0.333333,0.75,0.166667,4,40,3500,763.750978,1125.042573,0,12
624.633263,0.818182,0,0,0,950.85274,0,0,0,0.25,8,0,1000,330.064555,289.686899,0,12
13.925681,0.272727,462.78,422.78,40,0,0.25,0.25,0.083333,0,0,17,2000,1047.090159,119.325453,1,12
3143.23132,1,255.08,129.52,125.56,0,0.416667,0.166667,0.333333,0,0,11,5500,734.825068,841.525188,0,12
91.231825,0.636364,736.91,32.71,704.2,0,0.583333,0.083333,0.5,0,0,8,6000,960.373775,175.898057,1,12
111.729154,0.454545,824.1,824.1,0,344.286557,0.166667,0.166667,0,0.083333,2,9,6500,2961.848966,143.140487,1,12
1866.428342,1,3306.06,549,2757.06,0,1,0.166667,1,0,0,54,5000,2248.341145,431.796784,0,12
1430.681807,1,1916.04,656.6,1259.44,181.347255,1,0.333333,1,0.166667,2,38,1800,1625.672604,635.438391,0,12
1884.252524,1,1358.88,116.63,1242.25,0,1,0.166667,1,0,0,79,1200,303.560901,18959.86938,0,12
1082.653038,1,343.22,343.22,0,0,0.25,0.25,0,0,0,4,1200,510.918269,282.782763,0,12
1132.661616,1,175,0,175,0,0.583333,0,0.5,0,0,7,1200,254.27684,835.079395,0,12
100.418706,0.909091,1021.13,0,1021.13,0,0.833333,0,0.833333,0,0,10,2000,1143.833292,160.392028,1,12
1377.230621,1,0,0,0,1064.960986,0,0,0,0.25,4,0,2500,343.961283,428.134666,0,12
177.355165,0.909091,1179.3,997.3,182,0,0.75,0.5,0.416667,0,0,13,7500,815.01939,175.485133,0.714286,12
1688.247199,1,1937.64,928.18,1009.46,967.811335,0.818182,0.454545,0.545455,0.454545,16,22,2500,745.063871,963.517552,0,11
869.001444,1,0,0,0,278.591282,0,0,0,0.083333,1,0,1200,541.101815,286.374289,0,12
1854.659145,1,151.69,151.69,0,443.392028,0.083333,0.083333,0,0.75,14,2,2000,496.543523,591.508322,0,12
1872.767651,1,0,0,0,3394.509419,0,0,0,0.166667,3,0,5500,1151.721386,627.015802,0,12
25.486713,1,365,0,365,0,1,0,0.909091,0,0,19,1500,254.686988,139.614749,0.777778,11
2932.111796,1,346.32,346.32,0,2631.304016,0.333333,0.333333,0,0.333333,10,9,6000,597.5143,784.577784,0,12
6416.448101,1,0,0,0,3580.392989,0,0,0,0.25,9,0,7500,1756.557983,2302.022679,0,12
177.551278,0.636364,66.25,0,66.25,0,0.416667,0,0.416667,0,0,5,2500,2283.641666,3116.67911,0,12
951.675294,1,0,0,0,1090.520215,0,0,0,0.272727,3,0,1200,178.362607,340.410195,0,11
4.652161,0.727273,398.64,0,398.64,0,1,0,1,0,0,12,2000,445.721684,43.143334,0.1,12
3470.333673,1,1184.98,757.95,427.03,6370.145895,0.5,0.333333,0.333333,0.666667,18,14,7000,4291.341088,946.341931,0,12
2819.630553,1,0,0,0,230.543537,0,0,0,0.25,7,0,3000,810.389383,1147.376672,0,12
2472.874609,1,2052.74,730.94,1321.8,3251.021027,1,0.416667,1,0.25,10,30,6500,9076.561132,635.401109,0.083333,12
2651.484926,1,908.15,0,908.15,1008.639756,1,0,1,0.333333,9,23,3000,4361.679346,943.46896,0.083333,12
1902.665938,1,4666.51,4464.76,201.75,4120.44084,0.916667,0.833333,0.5,0.166667,10,46,7500,6153.484827,534.578893,0,12
1516.44717,1,0,0,0,2817.911587,0,0,0,0.142857,1,0,6000,4161.937341,297.615348,0.285714,7
2929.582949,1,0,0,0,1319.276782,0,0,0,0.4,11,0,3000,1153.353618,3422.988223,0,10
2905.496627,1,1390.48,713.08,677.4,238.324775,0.916667,0.416667,0.75,0.166667,2,33,7000,1512.39601,719.28329,0,12
173.329004,1,72,0,72,0,0.166667,0,0.166667,0,0,4,8050,191.693568,189.060724,0,12
23.126579,0.727273,213.95,0,213.95,0,0.583333,0,0.583333,0,0,7,2000,299.511212,120.226935,0.888889,12
26.625558,1,199.2,0,199.2,0,1,0,1,0,0,12,2700,177.875592,137.21437,0.181818,12
502.399014,0.428571,0,0,0,1392.472408,0,0,0,0.285714,4,0,1500,0,,0,7
1417.157652,1,562.5,0,562.5,0,0.416667,0,0.416667,0,0,5,1500,987.794574,861.298259,0,12
2089.997028,1,2576,2576,0,0,0.25,0.25,0,0,0,4,5700,574.514857,531.183467,0,12
546.398561,0.272727,0,0,0,2498.547619,0,0,0,0.25,7,0,3000,339.612072,512.58683,0,12
31.050921,1,446.05,0,446.05,0,1,0,0.909091,0,0,11,1000,387.745745,158.394845,1,11
8791.161142,1,0,0,0,3706.755143,0,0,0,0.333333,4,0,12000,2244.627566,2916.278944,0,12
172.316897,0.181818,368.49,368.49,0,1731.561995,0.083333,0.083333,0,0.166667,16,2,2500,0,,0,12
2786.494499,1,0,0,0,1547.268611,0,0,0,0.25,5,0,8000,837.844106,916.41672,0,12
890.275144,0.545455,435.14,435.14,0,0,0.166667,0.166667,0,0,0,7,1800,3334.754054,1102.402301,0,12
44.687434,0.454545,679,620,59,0,0.333333,0.083333,0.166667,0,0,5,3750,717.927436,80.817599,0.3,12
2240.079824,1,0,0,0,7955.964618,0,0,0,0.333333,8,0,3000,8064.891702,883.416435,0.166667,12
2671.979402,1,1469.66,1427.43,42.23,2150.272488,0.666667,0.583333,0.166667,0.25,19,43,3000,4047.049777,1682.737989,0,12
1782.997768,0.909091,0,0,0,16037.32794,0,0,0,0.416667,11,0,10000,15923.28722,517.595201,0,12
5543.972323,1,0,0,0,2231.203315,0,0,0,0.333333,9,0,6000,1265.31093,1978.26824,0,12
3790.914663,1,2655.68,1607.63,1048.05,6263.883768,0.833333,0.333333,1,0.5,11,111,8300,6173.165264,1192.462873,0.083333,12
1340.671346,1,0,0,0,244.036318,0,0,0,0.25,3,0,1500,514.124193,519.856738,0,12
2810.335817,1,0,0,0,1460.353036,0,0,0,0.416667,6,0,3500,4109.608819,666.842013,0,12
0.737154,0.181818,427.5,0,427.5,0,1,0,1,0,0,23,1500,443.007864,15.052203,0.111111,12
7803.071972,1,1000.55,0,1000.55,1490.239239,1,0,1,0.333333,6,35,8000,3478.320794,2722.218432,0,12
385.845093,0.25,0,0,0,2397.763368,0,0,0,0.25,5,0,2500,0,,0,8
289.529643,0.272727,110,110,0,1134.891542,0.083333,0.083333,0,0.166667,7,1,1200,697.009124,1117.265123,0,12
237.198442,1,1166.68,0,1166.68,0,1,0,1,0,0,12,3500,1014.549633,216.090433,0.083333,12
91.655431,0.363636,1110.01,1110.01,0,0,0.166667,0.166667,0,0,0,2,6000,3304.443043,84.471116,0,12
1174.088448,1,0,0,0,39.500445,0,0,0,0.083333,1,0,1200,283.442187,463.961378,0,12
5925.82931,1,0,0,0,468.344852,0,0,0,0.166667,2,0,6500,1402.586222,2083.396706,0,12
3490.186741,1,816,638.91,177.09,0,0.583333,0.25,0.5,0,0,15,11500,947.039165,1076.480794,0,12
185.924664,0.5,617.98,617.98,0,0,0.333333,0.333333,0,0,0,13,1200,58.469887,82.739003,0,6
228.925466,1,2084.18,2084.18,0,0,1,1,0,0,0,28,1000,2034.867192,195.590094,1,12
4743.748932,1,399,0,399,1112.247446,0.666667,0,0.583333,0.166667,3,8,5000,1259.057672,1481.732235,0,12
264.103675,0.818182,3568.21,2336.41,1231.8,0,0.75,0.666667,0.583333,0,0,60,1500,4210.212171,170.018992,1,12
1433.699563,1,50,50,0,0,0.083333,0.083333,0,0,0,1,1500,275.687079,457.454141,0,12
1402.776239,1,0,0,0,36.202957,0,0,0,0.181818,2,0,1500,152.324616,3244.712702,0,11
1452.868602,1,93.34,0,93.34,0,0.333333,0,0.333333,0,0,4,1500,361.630594,995.233726,0,12
164.649775,1,1764.86,1149.34,615.52,0,1,0.666667,0.916667,0,0,21,10000,1768.463643,212.73674,1,12
4408.966613,1,505.79,112.49,393.3,1601.520906,0.916667,0.166667,0.75,0.416667,5,12,5000,1210.835102,1190.58657,0,12
172.70596,1,55,0,55,0,0.333333,0,0.333333,0,0,4,1500,190.74504,309.538715,0,12
545.767741,1,102.4,0.01,102.39,526.948456,0.75,0.083333,0.666667,0.083333,2,13,1500,812.543364,248.91561,0,12
23.276656,0.636364,796.56,0,796.56,0,1,0,1,0,0,13,4000,912.478311,102.895907,0.636364,12
686.657879,1,2476.45,1624.5,851.95,253.273353,1,0.75,1,0.083333,1,35,4000,1600.734366,224.265608,0.083333,12
1023.124791,1,1537.93,1093.67,444.26,247.04197,0.75,0.583333,0.583333,0.083333,1,25,9000,1070.149971,235.241959,0,12
335.95482,1,2178.13,1215.01,963.12,0,1,0.166667,1,0,0,35,6000,2320.553403,267.840916,0.181818,12
199.684606,0.363636,287.4,0,287.4,0,1,0,1,0,0,12,4500,1110.399779,69.685168,0,12
